arrival_rate,bp_parameter_L,bp_parameter_H
28.0,4.073,262144,495329.6206517434
28.0,4.639,32768,267185.7120393978
28.0,5.649,4096,687008.0019584924
28.0,7.918,512,2692535.364605635
28.0,16.772,64,7113045.771279839
