arrival_rate,bp_parameter_L,bp_parameter_H
24.0,4.073,262144,283587.3906717293
24.0,4.639,32768,838092.2690986954
24.0,5.649,4096,1636675.8444154419
24.0,7.918,512,4610361.317086764
24.0,16.772,64,11114302.228297194
