arrival_rate,bp_parameter_L,bp_parameter_H
36.0,4.073,262144,542387.2896510389
36.0,4.639,32768,203133.86098088126
36.0,5.649,4096,104415.24144970407
36.0,7.918,512,77348.91532529723
36.0,16.772,64,56025.3977852902
