arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
40.0,4.073,262144,152814.07338658307
40.0,4.639,32768,123101.36928564198
40.0,5.649,4096,123542.8807702006
40.0,7.918,512,46320.03812606376
40.0,16.772,64,40521.30486546552
