arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
26.0,4.073,262144,703124.2828533232
26.0,4.639,32768,1150989.0297366001
26.0,5.649,4096,3653850.2815980297
26.0,7.918,512,11164067.981828488
26.0,16.772,64,28545600.306959424
