arrival_rate,bp_parameter_L,bp_parameter_H
34.0,4.073,262144,77123.51361938848
34.0,4.639,32768,482721.1185052918
34.0,5.649,4096,180119.50150108678
34.0,7.918,512,94544.01321077925
34.0,16.772,64,101391.83156448058
