arrival_rate,bp_parameter_L,bp_parameter_H
20.0,4.073,262144,975018.7361333114
20.0,4.639,32768,2093575.5215632897
20.0,5.649,4096,3585488.3727902398
20.0,7.918,512,6662972.773448125
20.0,16.772,64,13695726.782676449
