arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
22.0,4.073,262144,1315520.05718461
22.0,4.639,32768,3928917.6735125156
22.0,5.649,4096,6876548.241449339
22.0,7.918,512,15909437.775443794
22.0,16.772,64,35581099.59497167
