arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
38.0,4.073,262144,763201.4386772341
38.0,4.639,32768,138284.3220506215
38.0,5.649,4096,166733.38434458768
38.0,7.918,512,75535.69155041873
38.0,16.772,64,52657.41231773548
