arrival_rate,bp_parameter_L,bp_parameter_H,SETF_L2_norm_flow_time
24.0,4.073,262144,1166820.016592962
24.0,4.639,32768,2531674.5051449644
24.0,5.649,4096,5240051.595563158
24.0,7.918,512,12520450.210837588
24.0,16.772,64,32770539.43212394
