frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,432656.629013,343995.000000,0.000000
4,199935.244024,86149.000000,0.000000
8,259396.201427,191350.000000,0.000000
16,187448.877375,94433.000000,0.000000
32,104269.281756,59690.000000,0.000000
64,183894.382304,134975.000000,0.000000
128,206585.240008,160162.000000,0.000000
256,322174.018226,169030.000000,0.000000
512,231215.928824,88475.000000,0.000000
1024,228025.598914,181441.000000,0.000000
2048,181136.452234,89914.000000,0.000000
4096,661946.887520,262041.000000,0.000000
8192,571687.232137,279294.000000,0.000000
16384,294587.408774,106726.000000,0.000000
32768,557741.980421,190655.000000,0.000000
65536,150916.911895,41382.000000,0.000000
