frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,733356.960927,262021.000000,0.000000
4,419490.902496,208087.000000,0.000000
8,752783.633441,284244.000000,0.000000
16,1173962.586429,295246.000000,0.000000
32,773122.545315,289190.000000,0.000000
64,750765.195786,295984.000000,0.000000
128,764244.879843,270178.000000,0.000000
256,1539507.393805,294474.000000,0.000000
512,878235.119537,262105.000000,0.000000
1024,1052131.523484,234387.000000,0.000000
2048,1811441.069489,268351.000000,0.000000
4096,1323305.374604,287474.000000,0.000000
8192,1013355.164333,168218.000000,0.000000
16384,2725863.623076,254927.000000,0.000000
32768,953419.567101,96759.000000,0.000000
65536,164623.255672,54123.000000,0.000000
