frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,367943.019443,210372.000000,82.933708
4,189287.733012,171981.000000,233.991453
8,70462.166543,33341.000000,66.603303
16,272753.030168,230873.000000,236.854386
32,335815.381845,226250.000000,799.173323
64,167281.417527,78414.000000,978.873332
128,223944.776758,118193.000000,107.200746
256,368209.310952,248671.000000,678.792310
512,347858.015894,276708.000000,760.378853
1024,206180.182833,114222.000000,20938.019200
2048,609587.321016,268152.000000,7878.125158
4096,666194.944947,287716.000000,183945.504664
8192,505001.232594,119498.000000,326269.137301
16384,456242.880131,123836.000000,429003.333168
32768,369045.184095,206468.000000,128170.766936
65536,631082.101581,161806.000000,421248.293667
