frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,98591.430677,67890.000000,311.913450
4,401271.309656,258914.000000,80.622577
8,174712.992396,119279.000000,95.629493
16,195784.433038,77337.000000,41951.042490
32,344332.357415,145833.000000,2928.027835
64,251334.905558,161319.000000,455.381159
128,492907.577471,176172.000000,566.713331
256,368334.689689,251422.000000,6883.615474
512,431391.066164,279284.000000,43059.519586
1024,686488.578920,260640.000000,259124.387845
2048,881273.778342,266625.000000,288178.895645
4096,329625.645832,103861.000000,33698.860975
8192,899569.553411,268270.000000,366351.013611
16384,1203350.313029,270307.000000,893177.497492
32768,328821.910325,211772.000000,64707.136762
65536,1046008.060600,227577.000000,859974.677573
