frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,243647.735836,162175.000000,0.000000
4,912456.426385,285622.000000,0.000000
8,446698.749392,224788.000000,0.000000
16,883923.157893,305623.000000,0.000000
32,427835.520564,225481.000000,0.000000
64,244943.257999,130022.000000,0.000000
128,717848.168413,285761.000000,0.000000
256,594152.970934,250345.000000,0.000000
512,565253.567600,273830.000000,0.000000
1024,771200.191851,234872.000000,0.000000
2048,1013363.170437,308029.000000,0.000000
4096,750112.497090,290738.000000,0.000000
8192,394754.999327,171998.000000,0.000000
16384,1267871.333968,274933.000000,0.000000
32768,287431.152818,159919.000000,0.000000
65536,520996.487423,115822.000000,0.000000
