frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,541589.157813,182320.000000,54.405882
4,434037.466196,228981.000000,59.539903
8,589529.170021,206483.000000,143.676720
16,362660.542250,128842.000000,111.503363
32,1195740.617141,305357.000000,94985.146344
64,1053105.722298,265735.000000,20696.447086
128,1195105.773690,310507.000000,11160.559036
256,577164.305510,207864.000000,55395.135969
512,800093.788190,302391.000000,56219.164731
1024,1304429.580264,271600.000000,286094.044115
2048,826849.562535,270186.000000,107714.871889
4096,1085382.274515,246509.000000,223563.024971
8192,733348.087094,222575.000000,297970.091439
16384,1093850.705588,255714.000000,162235.820138
32768,1007036.665749,205375.000000,273008.981056
65536,246378.573675,87718.000000,0.000000
