frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,142023.287904,89538.000000,22.360680
4,382992.682935,208795.000000,252.630164
8,767200.928648,354863.000000,136.912381
16,232916.810409,103107.000000,207.660781
32,328568.345070,225564.000000,33.451457
64,192001.248527,173318.000000,99.984999
128,295621.927338,191069.000000,420.866962
256,174719.182645,124698.000000,2408.283206
512,170513.747337,72346.000000,2023.764314
1024,507856.664174,261163.000000,19795.150290
2048,91427.957311,45740.000000,7567.683661
4096,620554.031444,281584.000000,2630.328497
8192,169202.421791,70562.000000,51070.081584
16384,371437.919616,196103.000000,115503.829222
32768,524454.785707,176063.000000,261583.426881
65536,1107737.069011,263147.000000,893571.021973
