frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,64912.775330,18976.000000,250.123969
4,365677.053401,202318.000000,476.371704
8,345722.193475,211190.000000,83.324666
16,172472.228762,73118.000000,27.294688
32,463281.996360,249462.000000,130.307329
64,360927.436143,235371.000000,263.226139
128,486379.050313,326554.000000,858.842244
256,208372.284997,111835.000000,22202.067404
512,583611.392552,292521.000000,160540.732043
1024,255617.201620,110725.000000,7522.736537
2048,522560.247874,313600.000000,95635.749628
4096,199361.548976,175143.000000,62623.286611
8192,323019.302754,131260.000000,182484.748261
16384,864787.326701,266756.000000,421887.231000
32768,480696.382346,182275.000000,412594.016082
65536,69607.658178,27078.000000,0.000000
