frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,137099.845149,63740.000000,0.000000
4,118408.182614,53199.000000,0.000000
8,394527.352181,139365.000000,0.000000
16,697762.131003,252990.000000,0.000000
32,142740.799038,75571.000000,0.000000
64,554254.136686,300639.000000,0.000000
128,618314.215366,231915.000000,0.000000
256,603917.010092,301113.000000,0.000000
512,222601.558308,96797.000000,0.000000
1024,315599.012722,226887.000000,0.000000
2048,361322.292019,278411.000000,0.000000
4096,438958.541338,198562.000000,0.000000
8192,186738.121735,91800.000000,0.000000
16384,267584.403066,125987.000000,0.000000
32768,777935.949826,218129.000000,0.000000
65536,337015.450232,254107.000000,0.000000
