frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,551797.378892,223603.000000,0.000000
4,343120.927674,123014.000000,0.000000
8,188939.703689,85662.000000,0.000000
16,363983.279465,145812.000000,0.000000
32,419274.467191,112118.000000,0.000000
64,548068.596808,223092.000000,0.000000
128,791576.652838,211915.000000,0.000000
256,317645.831048,104858.000000,0.000000
512,395396.608993,212944.000000,0.000000
1024,374807.094653,248312.000000,0.000000
2048,279737.580779,75313.000000,0.000000
4096,393641.149714,126185.000000,0.000000
8192,376520.579388,151020.000000,0.000000
16384,1367303.328116,230759.000000,0.000000
32768,1924390.110212,226078.000000,0.000000
65536,472654.420736,252659.000000,0.000000
