frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,172407.701617,87910.000000,0.000000
4,847791.017504,299748.000000,0.000000
8,252310.799822,109287.000000,0.000000
16,564170.773882,288793.000000,0.000000
32,756370.975265,284622.000000,0.000000
64,827298.187800,240496.000000,0.000000
128,1506394.756728,291512.000000,0.000000
256,1696327.871415,303005.000000,0.000000
512,492233.224493,125303.000000,0.000000
1024,908798.929970,274604.000000,0.000000
2048,1060520.231631,299667.000000,0.000000
4096,1033393.762233,270299.000000,0.000000
8192,1013321.832312,248859.000000,0.000000
16384,1052558.000065,234209.000000,0.000000
32768,1484033.606230,237671.000000,0.000000
65536,1607023.221355,293323.000000,0.000000
