frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,803997.339777,283048.000000,80.367904
4,792904.473622,302200.000000,128.179562
8,794726.464886,233417.000000,406.349603
16,585335.698996,243950.000000,489.771375
32,901531.354772,274604.000000,523.825353
64,959695.022156,251217.000000,452.422369
128,896702.316638,228857.000000,681.795424
256,1001252.770913,287179.000000,124243.482646
512,787991.029811,293776.000000,250588.994244
1024,612843.288097,287276.000000,50727.655160
2048,436206.515684,86040.000000,77952.578059
4096,1921264.220793,291651.000000,1072167.307674
8192,599291.183822,201597.000000,105458.331198
16384,1484461.047790,215215.000000,849161.571636
32768,889810.281485,137272.000000,576363.512328
65536,1154822.005148,291026.000000,965841.784899
