frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,149502.738109,37083.000000,70.099929
4,747800.287008,285249.000000,181.441451
8,362290.761606,187821.000000,76.282370
16,545763.241828,240802.000000,856.269817
32,360656.049464,168226.000000,293.751596
64,580887.289830,127603.000000,2228.163594
128,1464315.333170,305873.000000,180093.508953
256,714024.597265,292248.000000,8544.203649
512,1236732.854851,302891.000000,41544.180555
1024,1231117.920610,293959.000000,51937.108150
2048,590109.555214,231420.000000,113532.072772
4096,554374.917360,200760.000000,87393.741715
8192,1379910.012996,193658.000000,235280.962324
16384,2088552.686288,251867.000000,460272.395194
32768,2315763.779196,303820.000000,1959346.621169
65536,1388707.606212,243612.000000,1144626.428847
