frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,442013.711319,311636.000000,0.000000
4,291303.114058,178725.000000,0.000000
8,171715.023580,128122.000000,0.000000
16,351441.328806,242168.000000,0.000000
32,433651.536190,261393.000000,0.000000
64,180018.081442,172056.000000,0.000000
128,297959.901631,171551.000000,0.000000
256,381379.846146,263834.000000,0.000000
512,567924.663212,317208.000000,0.000000
1024,273080.964254,164123.000000,0.000000
2048,443304.697803,282167.000000,0.000000
4096,590072.471005,262218.000000,0.000000
8192,184517.862398,82332.000000,0.000000
16384,386643.210976,176205.000000,0.000000
32768,479935.312151,177145.000000,0.000000
65536,286556.109232,158116.000000,0.000000
