frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,560034.077122,290202.000000,0.000000
4,283749.031944,215344.000000,0.000000
8,131907.664205,89791.000000,0.000000
16,716077.208042,280923.000000,0.000000
32,895366.563805,286287.000000,0.000000
64,390327.196584,136697.000000,0.000000
128,625368.332816,250185.000000,0.000000
256,965762.537926,282729.000000,0.000000
512,550344.870378,256806.000000,0.000000
1024,695282.371771,340184.000000,0.000000
2048,401964.351715,257432.000000,0.000000
4096,452186.109009,211866.000000,0.000000
8192,704103.120737,266616.000000,0.000000
16384,568050.619264,301454.000000,0.000000
32768,420416.954652,117154.000000,0.000000
65536,193824.683273,63720.000000,0.000000
