frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,278697.555725,175415.000000,0.000000
4,530117.614447,283629.000000,0.000000
8,158982.136220,116281.000000,0.000000
16,326003.977272,151653.000000,0.000000
32,458368.242087,270510.000000,0.000000
64,577128.522811,205902.000000,0.000000
128,372594.575697,192530.000000,0.000000
256,222834.576648,89768.000000,0.000000
512,912449.301438,293761.000000,0.000000
1024,411339.411739,259447.000000,0.000000
2048,776541.133936,305460.000000,0.000000
4096,939175.017474,249776.000000,0.000000
8192,941413.936044,267410.000000,0.000000
16384,1299533.494985,282324.000000,0.000000
32768,994197.017772,254019.000000,0.000000
65536,390154.709328,152644.000000,0.000000
