frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,620123.394829,228882.000000,0.000000
4,504500.685385,224077.000000,0.000000
8,800414.374476,213678.000000,0.000000
16,979983.639702,268471.000000,0.000000
32,1147877.264595,309004.000000,0.000000
64,579811.572821,202563.000000,0.000000
128,987627.104900,277030.000000,0.000000
256,695905.161112,266604.000000,0.000000
512,1488500.672838,302334.000000,0.000000
1024,1058783.039075,189122.000000,0.000000
2048,851046.369155,206523.000000,0.000000
4096,2288252.561108,303173.000000,0.000000
8192,763722.734230,225761.000000,0.000000
16384,1284266.747916,286889.000000,0.000000
32768,1028399.445011,133646.000000,0.000000
65536,6004878.758339,259483.000000,0.000000
