frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,409460.905939,195995.000000,0.000000
4,422097.433643,177523.000000,0.000000
8,924063.724721,252954.000000,0.000000
16,258234.958487,99298.000000,0.000000
32,524162.195953,196709.000000,0.000000
64,1155357.916764,288518.000000,0.000000
128,1027114.406012,292175.000000,0.000000
256,1169807.463139,280093.000000,0.000000
512,1693782.464745,288579.000000,0.000000
1024,1536892.961839,291108.000000,0.000000
2048,417140.993314,90875.000000,0.000000
4096,1482905.218743,251621.000000,0.000000
8192,1261245.199136,272160.000000,0.000000
16384,2296804.893826,239248.000000,0.000000
32768,2534447.205196,194932.000000,0.000000
65536,437451.038836,84095.000000,0.000000
