frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,285558.529218,184934.000000,0.000000
4,433352.305022,239100.000000,0.000000
8,166074.414474,123474.000000,0.000000
16,447697.907887,262608.000000,0.000000
32,275076.374951,193937.000000,0.000000
64,509997.801281,272130.000000,0.000000
128,419578.799027,239912.000000,0.000000
256,298689.851050,136201.000000,0.000000
512,246939.276216,124734.000000,0.000000
1024,318460.712392,229911.000000,0.000000
2048,371833.356508,223158.000000,0.000000
4096,313653.032909,206560.000000,0.000000
8192,522603.308530,289603.000000,0.000000
16384,487689.295060,147893.000000,0.000000
32768,360991.648408,123503.000000,0.000000
65536,401823.277024,134499.000000,0.000000
