frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,673682.137556,273468.000000,556.440473
4,174996.105288,94677.000000,94.921020
8,497411.748976,163731.000000,76.576759
16,179176.919423,70931.000000,43.749286
32,379521.056999,232920.000000,6650.166314
64,425291.070427,269015.000000,292.405540
128,786629.980369,299089.000000,288.348747
256,573825.137521,265441.000000,1221.709867
512,423593.637409,230631.000000,16326.807557
1024,873316.942208,283331.000000,94646.116672
2048,599304.778791,298981.000000,111895.482107
4096,606038.567298,204954.000000,13053.237031
8192,596741.471947,223249.000000,239994.008796
16384,415974.204512,238104.000000,235612.431695
32768,507300.070111,121567.000000,53535.180900
65536,1497939.617959,191536.000000,1215732.448657
