frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,816956.553857,273454.000000,77.188082
4,599339.492264,256829.000000,92.854725
8,386440.225718,203532.000000,377.478476
16,1056550.833645,299736.000000,456.536965
32,996163.276282,262516.000000,133.716117
64,1323107.775648,297129.000000,3980.729581
128,1277341.952308,268707.000000,9042.606372
256,1249965.160698,259314.000000,156154.649758
512,766200.301941,145910.000000,5897.440547
1024,949963.648380,260700.000000,138845.597802
2048,788744.503053,231319.000000,247500.113899
4096,2100185.011794,311772.000000,465684.994857
8192,1546127.453836,289744.000000,915494.643180
16384,1042343.310462,239660.000000,88355.496218
32768,1823235.534702,251607.000000,1354354.412529
65536,1188384.950689,260074.000000,740844.019038
