frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,250801.062643,228738.000000,94.053176
4,706437.627728,305762.000000,49.989999
8,174830.311574,73757.000000,3003.657604
16,234761.274809,92921.000000,26.057628
32,225520.779745,167596.000000,1378.517682
64,701949.088692,289629.000000,8663.975819
128,956947.448234,310143.000000,293.836689
256,522073.056535,244135.000000,3578.267737
512,876237.357501,327921.000000,1305.683729
1024,638372.569935,278321.000000,70673.141822
2048,679321.033847,274216.000000,66171.220225
4096,779134.716262,244146.000000,97769.025913
8192,303974.825737,135921.000000,69992.771420
16384,501741.711080,257708.000000,119192.166672
32768,870864.134317,270745.000000,525486.540677
65536,1106670.779265,258777.000000,874857.170861
