frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
1024,257687.869152,635380.978439,607851.746063,577153.766495,261753.700730,257687.869152,140730.000000,82037.000000,102352.000000,129193.000000,140730.000000,140730.000000
128,202412.902561,888610.012971,728854.883817,199120.293431,202412.902561,202412.902561,104140.000000,79753.000000,88492.000000,104140.000000,104140.000000,104140.000000
16384,271051.976021,349191.690229,305540.884937,305541.710706,279239.243356,272787.081545,80598.000000,63353.000000,66228.000000,66228.000000,70584.000000,80598.000000
16,214482.636083,378133.579526,321487.661637,214482.636083,214482.636083,214482.636083,148401.000000,83525.000000,100271.000000,148401.000000,148401.000000,148401.000000
2048,307777.243091,1366692.021541,1291896.514703,1230503.674061,867001.242663,310675.406025,237285.000000,96895.000000,114409.000000,142275.000000,151109.000000,237285.000000
256,250598.006016,685858.285815,647500.559461,590340.390207,502348.675786,250598.006016,215183.000000,79694.000000,121303.000000,117804.000000,117804.000000,215183.000000
2,409280.612493,1322063.604760,409280.612493,409280.612493,409280.612493,409280.612493,324178.000000,203602.000000,324178.000000,324178.000000,324178.000000,324178.000000
32768,541730.318499,965130.924647,936078.464248,932067.736366,930834.097573,927275.077027,142725.000000,70865.000000,70865.000000,70865.000000,70865.000000,70865.000000
32,147771.775032,487467.009181,151081.690989,147771.775032,147771.775032,147771.775032,97188.000000,70070.000000,97188.000000,97188.000000,97188.000000,97188.000000
4096,125460.490618,253370.055105,228865.955684,233832.584900,178572.044951,125653.032307,59744.000000,32326.000000,38172.000000,41449.000000,41449.000000,59744.000000
4,170540.631428,282458.452913,238188.743622,168975.423358,170540.631428,170540.631428,131056.000000,65889.000000,65455.000000,131056.000000,131056.000000,131056.000000
512,143551.689126,213250.311393,151370.072940,180833.072849,168414.803349,143551.689126,86174.000000,39901.000000,49400.000000,49400.000000,49400.000000,86174.000000
64,272334.252890,889076.944784,739784.040990,714277.396434,272334.252890,272334.252890,246883.000000,123603.000000,185403.000000,239809.000000,246883.000000,246883.000000
65536,469718.934584,492019.182193,469719.379791,469726.545380,469718.934584,469718.934584,247019.000000,247019.000000,247019.000000,247019.000000,247019.000000,247019.000000
8192,630399.242334,4530645.189644,4507894.520462,4496107.444226,4450017.263539,4254426.548094,334136.000000,291366.000000,291366.000000,291366.000000,291366.000000,291366.000000
8,224536.181211,285565.414074,224536.181211,224536.181211,224536.181211,224536.181211,136689.000000,111653.000000,136689.000000,136689.000000,136689.000000,136689.000000
