frequency,Dynamic_BAL_njobs25_mode0_L2_norm_flow_time,Dynamic_BAL_njobs25_mode1_L2_norm_flow_time,Dynamic_BAL_njobs25_mode2_L2_norm_flow_time,Dynamic_BAL_njobs25_mode4_L2_norm_flow_time,Dynamic_BAL_njobs25_mode8_L2_norm_flow_time,Dynamic_BAL_njobs25_mode16_L2_norm_flow_time,Dynamic_BAL_njobs25_mode0_maximum_flow_time,Dynamic_BAL_njobs25_mode1_maximum_flow_time,Dynamic_BAL_njobs25_mode2_maximum_flow_time,Dynamic_BAL_njobs25_mode4_maximum_flow_time,Dynamic_BAL_njobs25_mode8_maximum_flow_time,Dynamic_BAL_njobs25_mode16_maximum_flow_time
1024,283430.216729,702763.130871,635837.571131,647080.184421,565117.087701,531775.552882,186167.000000,42801.000000,45669.000000,55067.000000,101338.000000,178710.000000
128,462721.937694,658740.129414,501837.943815,461461.297285,462721.937694,462721.937694,264563.000000,93831.000000,147623.000000,179385.000000,264563.000000,264563.000000
16384,274830.900162,304580.610113,300583.962854,300035.574561,298136.619919,296335.406853,66934.000000,36495.000000,39570.000000,55899.000000,55899.000000,55899.000000
16,172790.975676,286120.845062,229526.613625,180817.589833,172790.975676,172790.975676,115416.000000,66100.000000,77249.000000,93761.000000,115416.000000,115416.000000
2048,355857.310065,904611.577656,760156.183987,660918.442910,472736.450527,353649.306535,132452.000000,67119.000000,84597.000000,95864.000000,114557.000000,132452.000000
256,191406.281799,266951.970058,224908.227451,197701.504526,193263.811716,191406.281799,132457.000000,38046.000000,45863.000000,115017.000000,117868.000000,132457.000000
2,102645.584338,159553.478329,150982.874039,103378.653667,102645.584338,102645.584338,69978.000000,31630.000000,34297.000000,69978.000000,69978.000000,69978.000000
32768,851473.682277,1216456.375233,855036.235763,842643.376166,842643.302052,842413.904522,233210.000000,154381.000000,230908.000000,233210.000000,233210.000000,233210.000000
32,75963.895516,92799.601610,87639.509178,83285.043693,82753.205714,75963.895516,41096.000000,17503.000000,24235.000000,24475.000000,41096.000000,41096.000000
4096,389584.938627,841780.919406,773558.788901,633398.998667,495199.296077,707813.366936,237629.000000,91754.000000,102064.000000,129159.000000,158644.000000,165069.000000
4,131480.542796,255666.854815,167929.401449,169305.814168,146659.159278,131480.542796,86663.000000,40139.000000,61261.000000,61261.000000,61261.000000,86663.000000
512,167337.882495,388518.282823,353216.138935,338300.182422,206521.292631,194635.367130,113306.000000,29031.000000,32994.000000,32858.000000,56450.000000,59762.000000
64,99530.795757,278060.218244,212127.528963,191913.506844,99530.795757,99530.795757,55684.000000,55684.000000,55684.000000,55684.000000,55684.000000,55684.000000
65536,118110.339759,235376.388257,151821.923885,121683.281773,118110.339759,118110.339759,78723.000000,32843.000000,51675.000000,58356.000000,78723.000000,78723.000000
8192,663576.646400,1002174.648631,839804.624987,798005.973326,794777.082220,760780.765381,243040.000000,100893.000000,115937.000000,149203.000000,149203.000000,149203.000000
8,276855.157637,587711.577729,528076.689485,526620.350887,276855.157637,276855.157637,220850.000000,83298.000000,115696.000000,113409.000000,220850.000000,220850.000000
