arrival_rate,bp_parameter,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio
20,"{'L': 8.5, 'H': 262144}",0.2702958385911664,0.3668385077471566,0.2664346755437018,0.4055400194644367,0.2421635151868618,1.9286664401376912,0.3877025833935472,0.5261798993395768,0.3821642706462689,0.5816919492188215,0.3473505952994615,2.766409446934994,0.2459140494311795,0.3337481753237122,0.2424011790685979,0.3689586525367921,0.2203193765560116,1.7546928460621056,0.1902031891636831,0.6971731687348491,1.099147605500312,1.576577606242249
20,"{'L': 12.4, 'H': 4096}",0.5278631632620262,0.7164022062456711,0.5203226633759443,0.7919827349899766,0.4729232970047146,2.025014904115866,0.5833032232784142,0.7916440190380093,0.5749707648028097,0.8751625691129956,0.5225931694145738,2.2376968179749235,0.5582659919741351,0.7576641375213193,0.5502911891429044,0.8375978055435841,0.5001618068941855,2.141647746780701,0.3537762634682715,0.9049549911540156,0.9455406040324996,1.044848211541138
20,"{'L': 18.9, 'H': 512}",0.6718883420778865,0.9118694466967576,0.6622904494430046,1.0080717954978502,0.6019583711636585,1.5988992334926018,0.6544272705153006,0.8881717328545043,0.6450788084474522,0.9818739696701592,0.5863146435703498,1.5573469513812064,0.6362477649542075,0.8634989790068228,0.6271589962484898,0.9545982369858292,0.5700272564097496,1.5140850048842442,0.5703107660542742,1.0266814546845473,1.0560168209412006,1.028572997128566
20,"{'L': 56.3, 'H': 64}",0.6917892293410836,0.938878415183016,0.6819070534892905,1.037930213778139,0.6197879790485308,1.0378778610314652,0.6764153760638926,0.9180134199099708,0.6667528149663644,1.0148639587082426,0.6060142325825233,1.0148127694134006,0.6697103673190107,0.9089135557935852,0.6601435869487537,1.0048040577083552,0.60000707947398,1.004753375830526,0.9046135874311246,1.0227284207621838,1.0329677769667194,1.0100118037170658
20,"{'L': 9.8, 'H': 32768}",0.3404046257266245,0.4619883368632273,0.33554196202861,0.5107281683006686,0.3049753972591181,1.9780513289163797,0.3736081455919515,0.5070512935955094,0.3682711712104356,0.5605452730058559,0.3347231030657407,2.1709930859624693,0.3095021218287466,0.4200482593739297,0.3050808989118649,0.464363407017012,0.2772892182524748,1.798480505601155,0.2335573046612065,0.9111274198459492,1.0998458547401389,1.2071262819925863
22,"{'L': 9.8, 'H': 32768}",0.3399673853731526,0.4749596873181748,0.3357855260550428,0.5391459633629349,0.3130142683182519,1.8507304065342272,0.3548264807164564,0.4957189471228768,0.3504618431408033,0.5627106393237598,0.3266953126091631,1.9316210470739332,0.3304053052692878,0.4616007512212371,0.326341066862781,0.5239816943443255,0.3042102840653903,1.7986759061340951,0.256633643474637,0.9581229244409812,1.0289404557111197,1.073912782445381
22,"{'L': 56.3, 'H': 64}",0.6539183329109334,0.9135724786955584,0.6458746363935017,1.037033094133362,0.6020747204657327,1.0370130246565228,0.64044246167464,0.8947456857027404,0.6325645286984295,1.0156620394603628,0.5896672362291214,1.0156423835729154,0.6341803955761589,0.8859971142689372,0.6263794908108629,1.0057311819588346,0.5839016359912482,1.0057117182611213,0.8809652887418167,1.0210415018408625,1.0311235375178105,1.0098742662847404
22,"{'L': 8.5, 'H': 262144}",0.195549253204262,0.2731968304996516,0.1931438475628825,0.3101167789609979,0.1800458192327129,1.650302328610343,0.2105772655124344,0.2941920798500232,0.2079870038054219,0.3339493362059419,0.193882388501724,1.7771285030915922,0.1899665019543803,0.2653973123632028,0.1876297684307963,0.3012632302668213,0.1749056767576737,1.603187715607406,0.1655435042194361,0.9286342128548302,1.029388082595859,1.108496831525611
22,"{'L': 12.4, 'H': 4096}",0.5718437933107273,0.7989082510593991,0.5648096765146856,0.9068730887206286,0.5265071717365578,2.1941239285635956,0.609798436649653,0.8519337067593404,0.6022974486602519,0.9670644295005716,0.5614527148243867,2.3397531932757207,0.5831789040274225,0.8147442426084388,0.5760053566847699,0.9248491636328448,0.5369436181133134,2.2376159415002546,0.3641126376951789,0.9377587067171644,0.980563236018287,1.045645568518334
22,"{'L': 18.9, 'H': 512}",0.6078328549277701,0.8491876431067957,0.600356045099548,0.9639472615115012,0.5596429673281096,1.659371745450223,0.6022619159878443,0.8414046276446757,0.5948536329769549,0.9551124456708416,0.5545137006656251,1.6441631916552168,0.5782889107958848,0.807912558875925,0.5711755141166214,0.9170942429401971,0.532441310776476,1.578717358731631,0.5117525023763696,1.0092500269268865,1.0510885538012904,1.0414550663940036
