frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
1024,15908075.509885,15145197.199353,15005769.660648,15200300.760194,15357134.460562,15422773.258385,552753.000000,294092.000000,485115.000000,505212.000000,521349.000000,531866.000000
128,14486551.733083,13702148.346013,13890037.400206,13848919.620087,13891386.989873,14026239.188720,541475.000000,480345.000000,499719.000000,495529.000000,499719.000000,503129.000000
16384,17370157.319553,18685149.136575,18666988.327281,18669623.015080,18690951.206578,18361324.496584,540840.000000,319978.000000,319978.000000,319978.000000,319978.000000,319978.000000
16,14680758.023092,13846571.416970,13787069.494159,14260456.236279,14231629.469511,14614968.252606,546414.000000,479798.000000,259243.000000,520960.000000,520960.000000,546414.000000
2048,14294861.888567,13208963.440583,13834881.817137,13210100.817403,13257961.704960,13396865.026609,528846.000000,407822.000000,243854.000000,420424.000000,436316.000000,441987.000000
256,14726721.235309,13833691.802605,14012646.019618,14116101.610689,13964874.306379,14277401.321148,541420.000000,469237.000000,486248.000000,492215.000000,266218.000000,506517.000000
2,14165203.029724,13236741.940090,13563985.622931,13371182.057017,13421121.064681,13100602.483821,537854.000000,250199.000000,489894.000000,483679.000000,484235.000000,463725.000000
32768,11449210.749710,12146064.892598,12277914.197299,12247748.624965,12222710.638711,12250798.458126,390103.000000,236956.000000,236956.000000,236956.000000,236956.000000,236956.000000
32,14826694.867436,14312503.355864,14263003.408132,14352516.612253,14419384.559204,14658286.222678,548869.000000,509670.000000,502813.000000,509670.000000,518282.000000,529885.000000
4096,14311670.871966,13991730.767365,14036887.172142,14095604.181345,13959102.857541,13695199.993020,523556.000000,263265.000000,263265.000000,263265.000000,263265.000000,266366.000000
4,13929850.660774,13284488.351829,13285862.614386,12961221.625686,13071893.482999,13013569.260050,526685.000000,477790.000000,477790.000000,462805.000000,470886.000000,470886.000000
512,14628097.506040,13534472.083559,13747324.302873,13820273.344778,13949258.087614,14217704.529423,543961.000000,442764.000000,464118.000000,265302.000000,490793.000000,518358.000000
64,15053457.568193,14442436.157658,14532682.649895,14715162.778455,14892207.039688,14980384.973028,533829.000000,497083.000000,513970.000000,522276.000000,531208.000000,533829.000000
65536,12052374.688452,12784004.244376,12992668.178308,13109948.177972,13102031.316392,13074399.253916,351171.000000,212355.000000,210504.000000,210336.000000,210336.000000,210336.000000
8192,11839663.758328,11324526.008032,11561178.331309,11585106.018805,11588833.280390,11253088.634006,252519.000000,197420.000000,197420.000000,197420.000000,197420.000000,197804.000000
8,14459576.324506,13842806.531957,13805219.537471,13821831.065208,13843953.193494,14228933.039849,550323.000000,500008.000000,500008.000000,500008.000000,500008.000000,526737.000000
