frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
1024,14571964.927259,13565815.359250,14336685.228879,14571964.927259,14571964.927259,14571964.927259,512868.000000,453639.000000,510139.000000,512868.000000,512868.000000,512868.000000
128,14050238.771969,13373795.958776,13280644.057254,14050238.771969,14050238.771969,14050238.771969,518854.000000,481352.000000,481352.000000,518854.000000,518854.000000,518854.000000
16384,14875221.547312,13878935.598072,13989173.633328,14097326.628133,14321277.393838,14350779.632700,517528.000000,434588.000000,441336.000000,504432.000000,514527.000000,293004.000000
16,14452374.364530,14226319.819997,14452374.364530,14452374.364530,14452374.364530,14452374.364530,540474.000000,518063.000000,540474.000000,540474.000000,540474.000000,540474.000000
2048,13194470.111503,12868007.281652,13528906.848615,13036247.784566,13194470.111503,13194470.111503,474650.000000,246477.000000,247979.000000,273976.000000,474650.000000,474650.000000
256,14339765.871279,13684394.424407,14095613.580211,14339765.871279,14339765.871279,14339765.871279,534296.000000,489004.000000,523404.000000,534296.000000,534296.000000,534296.000000
2,14398615.499213,13570676.970043,13837112.648540,13888718.013084,14398615.499213,14398615.499213,538061.000000,491438.000000,505919.000000,505919.000000,538061.000000,538061.000000
32768,13128099.675255,14522174.227829,14573117.010070,14033815.999890,13089610.812568,13128099.675255,441789.000000,264124.000000,260142.000000,281425.000000,439224.000000,441789.000000
32,14535004.459124,13997059.624580,14235878.006188,14235878.006188,14535004.459124,14535004.459124,552814.000000,519141.000000,535003.000000,535003.000000,552814.000000,552814.000000
4096,9473277.083586,9828959.511828,9685543.806487,9682908.000504,9453746.922564,9473277.083586,292460.000000,190765.000000,205195.000000,358680.000000,313131.000000,292460.000000
4,14302062.339440,13437454.221663,13979421.816837,14302062.339440,14302062.339440,14302062.339440,543012.000000,479433.000000,528250.000000,543012.000000,543012.000000,543012.000000
512,14902610.528407,14623442.059828,14623442.059828,14140725.096263,14721921.532852,14902610.528407,542965.000000,523860.000000,523860.000000,492082.000000,523860.000000,542965.000000
64,14887364.662655,14127849.676521,14598069.630118,14887364.662655,14887364.662655,14887364.662655,545753.000000,497710.000000,529047.000000,545753.000000,545753.000000,545753.000000
65536,23766088.487594,26597525.128742,25718289.352516,23893309.920943,23766088.487594,23766088.487594,615540.000000,460436.000000,469309.000000,633657.000000,615540.000000,615540.000000
8192,12714529.424661,11974511.950577,12190364.341038,12419846.548516,12463700.900421,12506273.154820,310739.000000,195267.000000,188311.000000,188311.000000,188311.000000,278109.000000
8,13705830.268279,13491156.832212,13528776.331488,13705830.268279,13705830.268279,13705830.268279,509672.000000,486859.000000,276308.000000,509672.000000,509672.000000,509672.000000
