frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
1024,14573758.222470,13560496.522436,13634132.815371,13877231.130280,14058267.271118,14217513.555729,525715.000000,428408.000000,455339.000000,461412.000000,493204.000000,504928.000000
128,14568831.674785,13963070.743355,14141257.182177,14140433.792242,14342683.100451,14497818.016472,543720.000000,487148.000000,508671.000000,508671.000000,516578.000000,536363.000000
16384,19967806.885319,19889355.923472,20451088.805198,20385782.500232,20012941.925600,19425478.380520,590322.000000,334074.000000,334074.000000,334074.000000,334074.000000,345540.000000
16,14581265.801637,13840649.540114,13943854.273969,13939951.107769,14052522.280493,14300296.850595,532086.000000,485429.000000,499797.000000,499797.000000,499797.000000,522672.000000
2048,14282810.642002,13374804.612277,12906095.566917,13031324.868196,13259501.970204,13163321.389368,535840.000000,257911.000000,429768.000000,442311.000000,482429.000000,482429.000000
256,14883107.214401,14022502.216000,14159112.596001,14294085.648348,14384096.148355,14747044.066254,556144.000000,484897.000000,497831.000000,510887.000000,519981.000000,544896.000000
2,13852279.328040,13142012.255128,13254391.595139,13236112.732514,13061502.031988,13252662.785178,536578.000000,477837.000000,483271.000000,483271.000000,477837.000000,487135.000000
32768,22741755.170513,22512297.356060,25872681.240652,26253468.641577,26094236.079926,25777238.805308,659735.000000,575101.000000,380318.000000,378330.000000,378330.000000,378330.000000
32,15124859.701271,14202481.438719,14518664.650112,14617410.970247,14756075.534169,14977020.709625,549157.000000,268557.000000,502714.000000,505483.000000,525797.000000,534914.000000
4096,16265441.073663,15656447.901583,17934575.324462,17703548.801417,17223019.900123,15880873.132401,518612.000000,456051.000000,295790.000000,295790.000000,304007.000000,501307.000000
4,14652098.082158,14136563.977353,14297835.857327,14277037.194268,14483108.470551,14590475.461978,553008.000000,509908.000000,516730.000000,516730.000000,533443.000000,533443.000000
512,14909927.663862,14111609.740703,14166015.422807,14339414.008450,14594946.624129,14724989.368273,550765.000000,478516.000000,481500.000000,497633.000000,513424.000000,534030.000000
64,14148754.480832,13359808.053772,13411462.185262,13526725.566986,13448551.123890,13645386.648872,542481.000000,481658.000000,485029.000000,497234.000000,497234.000000,507967.000000
65536,18738612.749953,20329515.123723,20610433.062926,20638917.584913,20605386.927734,20316887.014633,576152.000000,417085.000000,417085.000000,417085.000000,417085.000000,417085.000000
8192,14270816.829907,13933660.034129,13975935.965272,13571363.989448,13622864.706985,13711709.911094,507356.000000,288011.000000,288011.000000,424499.000000,424499.000000,475311.000000
8,14007285.672611,13441697.579904,13415458.161281,13448430.734561,13571672.033160,13586932.110132,531943.000000,487851.000000,487851.000000,487851.000000,496067.000000,503520.000000
