frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
1024,14163488.684283,13206982.265507,13308256.564492,13462752.875356,13318967.984907,13710648.186029,533554.000000,254649.000000,471260.000000,477962.000000,471260.000000,506188.000000
128,14680867.203878,14239984.629207,14105744.113260,14415970.572146,14650556.179179,14680867.203878,538176.000000,503306.000000,493984.000000,522212.000000,529716.000000,538176.000000
16384,20612651.400101,20270194.276485,20186956.278327,20146198.264666,19959555.313074,20251466.340548,610534.000000,385796.000000,385796.000000,385796.000000,585169.000000,592648.000000
16,14626120.938495,14166613.622900,14071734.020734,14159740.636620,14538757.086499,14626120.938495,555361.000000,509378.000000,506361.000000,519103.000000,540294.000000,555361.000000
2048,15801886.598393,15053411.353838,14949107.377457,15168572.475038,15548081.735385,15735720.116958,564154.000000,296318.000000,500380.000000,519720.000000,539028.000000,564154.000000
256,14163945.914610,13237255.039510,13333889.781687,13493366.653592,13664338.161182,13671335.274450,533362.000000,458049.000000,472747.000000,490196.000000,496646.000000,506621.000000
2,13661798.318358,12993539.849703,13025859.329817,12782949.095974,12820293.378456,12843132.480297,527836.000000,470458.000000,485405.000000,461559.000000,470458.000000,485405.000000
32768,12274757.508667,12141005.065520,12156331.426063,12182134.201231,12215420.569598,12305786.018579,421646.000000,421646.000000,421646.000000,421646.000000,421646.000000,421646.000000
32,14251820.121175,13740197.956598,13700211.570649,13933105.243433,13940752.920064,13992252.982994,523577.000000,486691.000000,486691.000000,504530.000000,504530.000000,504530.000000
4096,14884010.778600,14786944.776409,14344657.867125,14494755.473822,14482716.236866,14904845.217445,536445.000000,300402.000000,454222.000000,473709.000000,473709.000000,525317.000000
4,14065930.029019,13408062.357952,13612149.843240,13882222.217088,14067146.164952,14195345.607196,528565.000000,255248.000000,484989.000000,517394.000000,528565.000000,541876.000000
512,13879496.428532,13288571.554448,13454855.388712,13545273.732913,13747041.170778,13799058.199336,512724.000000,459703.000000,475614.000000,483478.000000,493727.000000,498506.000000
64,14583050.647665,13989540.386693,13945505.414563,13846822.267562,14098386.023720,14583050.647665,546766.000000,497322.000000,497322.000000,497322.000000,514005.000000,546766.000000
65536,24154647.037395,25870342.208053,25702511.188015,25524199.782212,25226744.365636,24895950.828869,683520.000000,413366.000000,413366.000000,413366.000000,413366.000000,413366.000000
8192,14284671.390433,13916646.635467,14128333.199447,14159193.639333,13955739.605513,13823367.548566,537785.000000,250141.000000,250141.000000,250141.000000,250141.000000,264683.000000
8,14640213.456571,14170974.417725,14010562.631465,14223604.909212,14491447.488880,14640213.456571,551908.000000,505625.000000,495679.000000,520131.000000,542297.000000,551908.000000
