frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,183519.724599,84026.000000,46.572524
4,412851.062642,190438.000000,32.093613
8,262160.009708,141623.000000,16.000000
16,339956.688488,289952.000000,11.916375
32,413231.396708,147661.000000,550.793065
64,662168.963644,296596.000000,8048.647837
128,778793.591642,280449.000000,127.310644
256,941086.622463,300036.000000,1009.612302
512,694288.775607,220967.000000,1546.456918
1024,1118167.692930,336472.000000,148964.154920
2048,451820.999952,171185.000000,97875.683451
4096,596934.525902,217097.000000,105220.341555
8192,559841.098081,281186.000000,191819.638043
16384,233354.431466,55674.000000,173729.457030
32768,1117344.925041,258429.000000,1041445.611480
65536,492506.412905,160698.000000,462592.094249
