frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,861622.751623,227993.000000,57.183914
4,980130.571471,307150.000000,102.362102
8,759191.990446,286215.000000,168.297356
16,378640.641519,214925.000000,256.097638
32,402724.522097,193622.000000,567.699745
64,991725.663559,301546.000000,3795.914514
128,707259.942145,273223.000000,926.568940
256,926472.291772,254169.000000,1178.491833
512,1497501.445385,268378.000000,89424.139767
1024,1070023.296638,260783.000000,95551.855932
2048,1206625.844509,187369.000000,201016.367132
4096,1465218.409577,290934.000000,284476.830187
8192,1341286.856494,281159.000000,399235.686006
16384,1858328.857657,237114.000000,625832.444141
32768,1393245.338743,215654.000000,730496.628902
65536,2474605.030669,237137.000000,2398492.947146
