frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,196029.709871,97394.000000,0.000000
4,205937.244242,168283.000000,0.000000
8,802552.787273,278014.000000,0.000000
16,244301.560783,102585.000000,0.000000
32,496204.332795,257776.000000,0.000000
64,956351.298639,267794.000000,0.000000
128,358002.568569,176670.000000,0.000000
256,378122.918175,169674.000000,0.000000
512,689251.090345,239613.000000,0.000000
1024,272987.991212,132587.000000,0.000000
2048,523165.394872,249398.000000,0.000000
4096,309336.711690,103472.000000,0.000000
8192,532616.401961,139549.000000,0.000000
16384,1628811.155004,259902.000000,0.000000
32768,577669.165888,176936.000000,0.000000
65536,1767515.686625,266463.000000,0.000000
