frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1027790.302753,301250.000000,0.000000
4,655713.613343,272115.000000,0.000000
8,166590.340530,59097.000000,0.000000
16,204244.456143,118439.000000,0.000000
32,274831.963319,168622.000000,0.000000
64,785234.754980,282448.000000,0.000000
128,858899.020904,296984.000000,0.000000
256,285585.993927,157222.000000,0.000000
512,336356.870171,133264.000000,0.000000
1024,268721.525020,97456.000000,0.000000
2048,989302.000468,256632.000000,0.000000
4096,1080535.890108,319002.000000,0.000000
8192,299981.977997,186152.000000,0.000000
16384,1182046.480619,259874.000000,0.000000
32768,794470.852085,237310.000000,0.000000
65536,1055786.103934,152171.000000,0.000000
