frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,175432.424494,134017.000000,0.000000
4,189222.149906,74609.000000,0.000000
8,135546.281768,56674.000000,0.000000
16,162523.824933,74405.000000,0.000000
32,417201.710688,291320.000000,0.000000
64,303846.001455,160751.000000,0.000000
128,103426.938614,51015.000000,0.000000
256,136338.112008,61733.000000,0.000000
512,448236.645553,242488.000000,0.000000
1024,409838.721305,158353.000000,0.000000
2048,588547.883856,256353.000000,0.000000
4096,430019.129171,264256.000000,0.000000
8192,462406.925622,221326.000000,0.000000
16384,488588.062052,145213.000000,0.000000
32768,446557.515812,258754.000000,0.000000
65536,781143.985322,252573.000000,0.000000
