frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,339202.916361,190549.000000,80.962954
4,250141.291437,82535.000000,236.662207
8,808833.383680,278573.000000,37.107951
16,776800.110210,287457.000000,1051.390983
32,168841.769637,54138.000000,16931.218710
64,400523.045911,176718.000000,973.733536
128,940538.049773,280551.000000,219.189416
256,799446.172453,296101.000000,24139.104789
512,659428.147180,295065.000000,6206.682447
1024,289420.533499,110113.000000,31816.372421
2048,825917.334317,243117.000000,178782.505730
4096,790696.041032,168554.000000,149913.768220
8192,765819.474246,273421.000000,68710.973978
16384,1173857.037974,298641.000000,141446.108953
32768,512433.701082,89908.000000,148556.199083
65536,170561.856357,85551.000000,42885.498551
