frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,287666.466230,152833.000000,0.000000
4,186503.080843,87069.000000,0.000000
8,83565.401968,29507.000000,0.000000
16,194384.742629,79551.000000,0.000000
32,181349.727858,106226.000000,0.000000
64,599374.763642,314578.000000,0.000000
128,189823.455442,164454.000000,0.000000
256,361866.569647,190813.000000,0.000000
512,386317.052817,230960.000000,0.000000
1024,278514.403389,144398.000000,0.000000
2048,188331.652656,102870.000000,0.000000
4096,624548.515943,189604.000000,0.000000
8192,393991.903268,238426.000000,0.000000
16384,290452.244211,120216.000000,0.000000
32768,456226.381326,122155.000000,0.000000
65536,366816.886881,87838.000000,0.000000
