frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,205798.543506,91833.000000,0.000000
4,938722.222557,296197.000000,0.000000
8,576035.264578,249971.000000,0.000000
16,773875.509171,266516.000000,0.000000
32,1115805.437186,279262.000000,0.000000
64,490762.772118,230286.000000,0.000000
128,532579.819386,193211.000000,0.000000
256,1997462.889420,297852.000000,0.000000
512,1674860.826033,287486.000000,0.000000
1024,1324772.450659,298629.000000,0.000000
2048,1234246.197600,284335.000000,0.000000
4096,2041928.071450,285354.000000,0.000000
8192,935817.377612,274636.000000,0.000000
16384,1208766.865882,141042.000000,0.000000
32768,2309281.959579,159020.000000,0.000000
65536,2256168.604081,118628.000000,0.000000
