frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,502675.130769,264117.000000,44.485953
4,176664.620541,111001.000000,37.215588
8,258747.841819,150115.000000,110.770032
16,553694.241838,304749.000000,40.620192
32,403952.525019,384158.000000,2510.576428
64,101192.242109,49897.000000,4243.829521
128,419548.855882,191276.000000,351.485419
256,451230.197342,308479.000000,1251.781930
512,408460.970712,265245.000000,18882.503992
1024,330523.318866,281856.000000,72727.393333
2048,462138.335260,264300.000000,76429.837394
4096,280998.481033,98992.000000,95143.285107
8192,704012.698538,210187.000000,197265.326188
16384,175074.537700,63774.000000,98223.843063
32768,544537.239995,138800.000000,313230.205180
65536,385652.604029,233835.000000,175455.419708
