frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,517037.173824,205478.000000,0.000000
4,569987.791151,173577.000000,0.000000
8,714565.626264,272869.000000,0.000000
16,653549.654944,282350.000000,0.000000
32,654564.352542,223533.000000,0.000000
64,959405.582153,235908.000000,0.000000
128,535533.399966,249642.000000,0.000000
256,736819.215032,206906.000000,0.000000
512,1448007.080387,269034.000000,0.000000
1024,396708.206690,158087.000000,0.000000
2048,1116021.448158,276781.000000,0.000000
4096,755788.602544,213535.000000,0.000000
8192,2725373.549740,274692.000000,0.000000
16384,2318712.240168,295468.000000,0.000000
32768,2913896.470318,114371.000000,0.000000
65536,4582424.753959,264374.000000,0.000000
