frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,74527.520454,45433.000000,29.308702
4,276159.636830,253375.000000,1707.627594
8,428258.222686,246796.000000,126.194295
16,276950.942082,225249.000000,89.526532
32,307068.666259,163481.000000,278.967740
64,266644.477762,200596.000000,208.403455
128,453667.635961,162688.000000,229.869528
256,304549.105170,131429.000000,2206.404088
512,270139.114602,143917.000000,6463.152327
1024,178636.571471,120365.000000,712.141138
2048,502343.831626,200635.000000,116573.641639
4096,603670.694187,444973.000000,21559.052391
8192,518930.124188,232979.000000,87722.347689
16384,780122.463046,218690.000000,315585.171282
32768,393978.778379,211919.000000,301797.599018
65536,321697.856922,100716.000000,305199.003786
