frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,343201.990707,184296.000000,0.000000
4,212295.482552,106099.000000,0.000000
8,691273.840661,260348.000000,0.000000
16,745532.136135,265074.000000,0.000000
32,158378.826726,49714.000000,0.000000
64,241485.033888,95932.000000,0.000000
128,480238.755885,188868.000000,0.000000
256,684868.796708,250574.000000,0.000000
512,426645.326632,154055.000000,0.000000
1024,975445.609086,304965.000000,0.000000
2048,770201.842050,235277.000000,0.000000
4096,802313.181195,261253.000000,0.000000
8192,583878.486924,259007.000000,0.000000
16384,594010.205227,144288.000000,0.000000
32768,963447.217253,202719.000000,0.000000
65536,635817.151047,164641.000000,0.000000
