frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,122248.457320,102356.000000,0.000000
4,292390.178672,213934.000000,0.000000
8,414853.868862,306097.000000,0.000000
16,209972.894653,149260.000000,0.000000
32,385053.360070,133671.000000,0.000000
64,278344.497997,163449.000000,0.000000
128,298387.913758,157246.000000,0.000000
256,158394.279246,66719.000000,0.000000
512,219713.664013,154284.000000,0.000000
1024,321983.406520,171834.000000,0.000000
2048,241253.480134,184028.000000,0.000000
4096,282880.364432,110402.000000,0.000000
8192,947533.252784,304484.000000,0.000000
16384,510644.359363,188211.000000,0.000000
32768,264756.055991,92008.000000,0.000000
65536,624635.579297,173162.000000,0.000000
