frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,105538.580922,32867.000000,35.496479
4,152593.539637,56612.000000,116.760439
8,470204.260515,236446.000000,168.330033
16,54593.371420,21468.000000,197.833263
32,616288.366485,269441.000000,1445.457021
64,402576.879064,242491.000000,929.577323
128,475810.412337,213999.000000,143.756739
256,670062.912735,210695.000000,52824.499288
512,305499.971206,151155.000000,6184.903718
1024,623940.161430,341112.000000,32699.509874
2048,372007.381874,222922.000000,23055.350073
4096,732059.727535,553818.000000,195925.901172
8192,664860.678299,278442.000000,276416.909541
16384,800923.769989,194197.000000,610324.491455
32768,1208988.516794,310719.000000,518902.106311
65536,947322.844978,245878.000000,835492.755893
