frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,420428.532251,237082.000000,0.000000
4,299969.031118,150000.000000,0.000000
8,682015.072234,267736.000000,0.000000
16,352622.363786,124859.000000,0.000000
32,331808.931537,140430.000000,0.000000
64,691164.854870,214138.000000,0.000000
128,770064.328337,264324.000000,0.000000
256,401902.583575,167363.000000,0.000000
512,881591.114609,278292.000000,0.000000
1024,385631.687671,173742.000000,0.000000
2048,390232.052995,226266.000000,0.000000
4096,368573.256693,169746.000000,0.000000
8192,626223.210563,155098.000000,0.000000
16384,501206.272874,198198.000000,0.000000
32768,1204477.795821,218046.000000,0.000000
65536,571988.391530,227379.000000,0.000000
