frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1064282.258817,282724.000000,72.020830
4,249977.078199,86150.000000,797.563164
8,339211.591761,143497.000000,111.937483
16,437232.041563,158089.000000,877.807496
32,863912.857929,297540.000000,835.334663
64,1099435.648039,275230.000000,5406.988348
128,1561873.844596,281991.000000,4706.133976
256,862943.138871,272746.000000,4580.367016
512,1483074.657240,291610.000000,33507.168457
1024,893390.438341,181450.000000,144289.421968
2048,1610195.969529,300102.000000,413481.142755
4096,502179.702348,107546.000000,58849.206928
8192,1366001.050959,265363.000000,874916.705965
16384,1280674.759014,198116.000000,424559.593777
32768,2476219.957860,176203.000000,1098630.335213
65536,2266974.322481,269006.000000,1655721.598273
