frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,445310.973971,196196.000000,2978.370863
4,884350.535653,285301.000000,630.188067
8,322122.367375,208359.000000,245.063257
16,1293823.288067,269582.000000,204.628932
32,335317.527049,187946.000000,691.512111
64,1161303.392825,272885.000000,25506.242256
128,1013877.366459,265139.000000,46883.333521
256,1050106.346066,189780.000000,5077.441679
512,1237460.204524,276984.000000,32684.771653
1024,1391207.992754,290612.000000,158337.834487
2048,1259336.725681,269779.000000,254334.229645
4096,2159756.557521,313196.000000,771347.545324
8192,1366126.580205,265186.000000,620715.724970
16384,2426872.527636,266781.000000,1291490.694029
32768,1509414.383393,182348.000000,1297085.436690
65536,3595823.800888,132027.000000,3364327.143525
