frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,336646.796303,115121.000000,0.000000
4,484390.937965,162831.000000,0.000000
8,885279.011082,280964.000000,0.000000
16,246294.333918,68581.000000,0.000000
32,609051.477089,133205.000000,0.000000
64,1139430.928753,266782.000000,0.000000
128,1112102.073668,290392.000000,0.000000
256,1196017.020668,301209.000000,0.000000
512,1468968.923440,255130.000000,0.000000
1024,1757897.148644,293637.000000,0.000000
2048,376208.363886,135972.000000,0.000000
4096,896863.053408,274958.000000,0.000000
8192,910249.724526,240119.000000,0.000000
16384,1947636.630777,237869.000000,0.000000
32768,1609669.348193,167564.000000,0.000000
65536,1012242.233223,177823.000000,0.000000
