frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,620260.549303,215707.000000,54.055527
4,201170.028322,86705.000000,403.398066
8,523247.313796,240296.000000,1112.428425
16,143915.051784,80791.000000,134.996296
32,702005.574754,217750.000000,6549.227435
64,500240.833551,189207.000000,2628.549790
128,612947.474804,286821.000000,3461.636318
256,575130.297104,274255.000000,797.727397
512,756753.713688,248477.000000,1320.237100
1024,846474.836869,304620.000000,152864.457779
2048,1543027.599082,279024.000000,380823.183441
4096,584012.179505,247384.000000,95980.779529
8192,163186.619773,58754.000000,57650.672320
16384,1125095.532334,261370.000000,692856.354172
32768,1286482.446640,283536.000000,574092.556176
65536,3360185.184068,245565.000000,3204411.779705
