frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,231181.192336,82223.000000,122.837291
4,399133.439011,179734.000000,162.536150
8,623984.796740,245843.000000,26.400758
16,502044.310385,264870.000000,67.424031
32,668057.392935,267145.000000,4894.779566
64,562551.336288,270468.000000,3876.891280
128,645466.842078,272229.000000,5075.036847
256,914745.128537,290477.000000,59102.432649
512,1766396.606929,279958.000000,121172.931672
1024,1133956.853381,279584.000000,68733.359579
2048,1776988.367298,285835.000000,96255.428252
4096,810362.013482,178501.000000,316730.813187
8192,1161749.293464,144437.000000,520297.434970
16384,2002779.446552,303023.000000,1313606.048403
32768,545563.947827,66553.000000,454581.446213
65536,2339381.239300,222510.000000,1520113.424490
