frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,285659.832052,156081.000000,328.504186
4,85204.858535,38431.000000,47.916594
8,298828.348749,128539.000000,57.000000
16,401952.893774,262464.000000,80.535706
32,536110.020909,219993.000000,213.084490
64,136695.724948,50010.000000,2279.984649
128,857461.755257,278012.000000,10806.890487
256,226891.606513,98869.000000,2026.024679
512,801315.784681,272733.000000,6397.921147
1024,395928.039875,134152.000000,3004.267798
2048,955555.492135,277369.000000,276581.945506
4096,820324.357920,270397.000000,306241.491095
8192,983623.786605,296140.000000,256663.512165
16384,493305.913422,150278.000000,290436.001883
32768,1198249.551211,299171.000000,1166966.051312
65536,1443525.502353,166108.000000,1434459.764559
