frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,139689.419048,53121.000000,103.208527
4,633884.482523,303178.000000,115.507576
8,371740.192918,188347.000000,520.989443
16,140613.719231,45558.000000,369.614664
32,468749.358900,230664.000000,425.079992
64,629691.003007,300722.000000,243.973359
128,452692.176841,299140.000000,862.307370
256,431417.206787,189533.000000,166008.888199
512,518512.484687,245759.000000,76686.536295
1024,815478.562779,272253.000000,320300.102387
2048,847159.853904,282608.000000,40267.943665
4096,1184604.184343,290428.000000,51403.355474
8192,869870.253427,220423.000000,336265.848073
16384,789125.920116,206018.000000,592539.036939
32768,1250248.237129,164171.000000,1170325.671322
65536,1486631.968651,271396.000000,1262341.492021
