frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,503324.804682,8278.000000,12357.598958
4,484249.458414,8229.000000,4495.124581
8,456713.815019,8217.000000,5460.268766
16,652602.707132,12234.000000,2409.031548
32,1211579.277110,19758.000000,83496.005803
64,641013.197817,11860.000000,27372.603986
128,839908.201114,15109.000000,76112.711764
256,1285539.113590,20542.000000,10859.237773
512,1390374.133078,20969.000000,86244.015624
1024,710885.577792,12033.000000,27133.122986
2048,716646.206442,14313.000000,150952.346514
4096,745311.850171,13544.000000,161614.203200
8192,1105774.910191,19461.000000,333482.281059
16384,2003012.285302,42986.000000,1427418.175450
32768,1631092.253792,32284.000000,1058441.281873
65536,2653238.972669,42504.000000,1709446.700504
