frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,296183.383160,5929.000000,2373.372495
4,380872.766664,7488.000000,2891.532812
8,464529.900926,9463.000000,2349.094719
16,679451.206629,12509.000000,25934.756197
32,669399.149878,11708.000000,24975.959641
64,925295.861282,15117.000000,19318.111398
128,1240146.434274,21533.000000,93073.119164
256,933152.934153,14376.000000,76571.806724
512,1000798.610691,17859.000000,103095.204054
1024,1029066.155726,15424.000000,78856.427157
2048,853350.544862,14605.000000,53940.013005
4096,1963569.941566,28416.000000,405997.320368
8192,2760051.290479,45389.000000,73933.176078
16384,1597298.518655,24220.000000,417402.101456
32768,2952674.778721,43335.000000,1271707.003624
65536,547133.670342,12705.000000,0.000000
