frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,269720.219110,6224.000000,2264.906179
4,380267.027251,5825.000000,5275.979719
8,773865.471369,12777.000000,18340.117475
16,468555.990730,8576.000000,30609.511169
32,778475.266740,10903.000000,6426.289598
64,1123063.301286,19771.000000,638.361183
128,938216.373379,14480.000000,50383.529491
256,967045.307659,14586.000000,7323.043220
512,833122.498371,13322.000000,73716.287664
1024,1202365.094606,20901.000000,233527.876257
2048,1284712.262203,23440.000000,169548.568885
4096,1566600.038586,24717.000000,422710.826730
8192,960610.292999,18563.000000,242635.998279
16384,1935374.929574,36346.000000,1142421.757274
32768,787267.251894,16258.000000,363542.518346
65536,2279984.441386,48084.000000,798110.896057
